User_Id,NAV_Category,IDV_Category,Owned,Parking_Space,Anti_Theft,Commute,Locality,DL_Suspended,State,makeId,modelId,makeName,modelName,usage,year,Price,Liability Coverage,Comp,Collision,Car Rental,Umbrella,PIP,Med,Gap
2637,I,I,Yes,IN,Yes,Work,Rural,No,Massachusetts,20030,21466,Mitsubishi,Mirage,New,2017,12580.0, '20/40/5',,,,,Personal Injury Protection,Med Pay,
2638,I,I,Yes,OUT,No,Leisure,Rural,No,California,20064,21073,Hyundai,Entourage,New,2019,13767.0, '15/30/5',Comprehensive Coverage,,Car Rental I,,Personal Injury Protection,Med Pay,
2643,I,I,Yes,OUT,No,Work,Urban,No,West Virginia,20030,21466,Mitsubishi,Mirage,New,2017,12580.0,'20/40/10',,,,,Personal Injury Protection,Med Pay,
2650,I,I,Yes,OUT,No,Leisure,Urban,Yes,Rhode Island,20030,21466,Mitsubishi,Mirage,New,2018,14610.0, '25/50/25',Comprehensive Coverage,Collision Coverage,Car Rental I,,,,
2661,I,I,Yes,OUT,No,Leisure,Rural,No,Alabama,20030,21466,Mitsubishi,Mirage,New,2018,14610.0, '25/50/25',Comprehensive Coverage,,Car Rental I,,,,
2662,I,I,Yes,OUT,No,Work,Rural,No,Indiana,20064,30263,Hyundai,GenesisCoupe,New,2019,13767.0, '25/50/25[26]',,,,,Personal Injury Protection,Med Pay,
2663,I,I,Yes,OUT,No,Work,Rural,No,Texas,20053,47275,Chevrolet,Spark,New,2019,14103.2314, '30/60/25',Comprehensive Coverage,,Car Rental I,,Personal Injury Protection,Med Pay,
2665,I,I,Yes,IN,No,Leisure,Rural,No,Tennessee,20064,22317,Hyundai,XG350,New,2019,13767.0, '25/50/10',Comprehensive Coverage,,Car Rental I,,,,
2667,I,I,Yes,OUT,No,Work,Rural,No,Louisiana,20064,21073,Hyundai,Entourage,New,2019,13767.0, '15/30/25',,,,,,,
2669,I,I,Yes,IN,No,Work,Urban,No,Iowa,20064,21073,Hyundai,Entourage,New,2019,13767.0, '20/40/15',,,,,,,
2674,I,I,Yes,OUT,Yes,Leisure,Urban,No,Connecticut,20030,21466,Mitsubishi,Mirage,New,2017,12580.0, '25/50/25[23]',Comprehensive Coverage,Collision Coverage,Car Rental I,,Personal Injury Protection,Med Pay,
2679,I,I,False,OUT,No,Leisure,Rural,No,Montana,20030,21466,Mitsubishi,Mirage,New,2018,14610.0, '25/50/10',Comprehensive Coverage,,Car Rental I,,,,'Gap Insurance'
2692,I,I,Yes,OUT,Yes,Leisure,Rural,No,Virginia,20053,47275,Chevrolet,Spark,New,2019,14103.2314, '25/50/20',Comprehensive Coverage,,Car Rental I,,,,
2694,I,I,Yes,IN,Yes,Work,Urban,Yes,Arizona,20064,30263,Hyundai,GenesisCoupe,New,2019,13767.0, '15/30/10',,,,,,,
2697,I,I,Yes,OUT,No,Work,Urban,No,Montana,20012,20991,Dodge,Dart,New,2016,14595.0, '25/50/10',Comprehensive Coverage,Collision Coverage,Car Rental I,,Personal Injury Protection,Med Pay,
2701,I,I,Yes,IN,No,Work,Rural,No,Arkansas,20064,30263,Hyundai,GenesisCoupe,New,2019,13767.0, '25/50/15',,,,,Personal Injury Protection,Med Pay,
2703,I,I,Yes,OUT,Yes,Work,Urban,Yes,Texas,20012,20991,Dodge,Dart,New,2016,14595.0, '30/60/25',Comprehensive Coverage,Collision Coverage,Car Rental I,,Personal Injury Protection,Med Pay,
2714,I,I,Yes,IN,No,Leisure,Urban,Yes,West Virginia,20030,21466,Mitsubishi,Mirage,New,2018,14610.0,'20/40/10',Comprehensive Coverage,Collision Coverage,Car Rental I,,,,
2719,I,I,Yes,OUT,No,Leisure,Urban,No,Florida,20053,47275,Chevrolet,Spark,New,2019,14103.2314,,Comprehensive Coverage,Collision Coverage,Car Rental I,,Personal Injury Protection,Med Pay,
2724,I,I,Yes,IN,No,Work,Rural,No,Wyoming,20012,20991,Dodge,Dart,New,2016,14595.0, '25/50/20',Comprehensive Coverage,,Car Rental I,,,,
2725,I,I,Yes,OUT,No,Work,Urban,No,Washington,20064,21073,Hyundai,Entourage,New,2019,13767.0, '25/50/10',,Collision Coverage,,,Personal Injury Protection,Med Pay,
2726,I,I,Yes,IN,No,Leisure,Rural,No,Connecticut,20064,22317,Hyundai,XG350,New,2019,13767.0, '25/50/25[23]',Comprehensive Coverage,,Car Rental I,,Personal Injury Protection,Med Pay,
2733,I,I,Yes,IN,Yes,Work,Rural,No,Florida,20064,22317,Hyundai,XG350,New,2019,13767.0, '0/0/10',,,,,Personal Injury Protection,Med Pay,
2738,I,I,Yes,OUT,No,Work,Rural,No,Arkansas,20064,21073,Hyundai,Entourage,New,2019,13767.0, '25/50/15',,,,,,,
2740,I,I,Yes,OUT,No,Work,Rural,No,Montana,20053,47275,Chevrolet,Spark,New,2019,14103.2314, '25/50/10',Comprehensive Coverage,,Car Rental I,,,,
2741,I,I,Yes,OUT,No,Work,Urban,No,Georgia,20064,22317,Hyundai,XG350,New,2019,13767.0, '25/50/25',,,,,,,
2742,I,I,Yes,IN,No,Leisure,Rural,No,Michigan,20064,21073,Hyundai,Entourage,New,2019,13767.0,'20/40/10',Comprehensive Coverage,,Car Rental I,,Personal Injury Protection,Med Pay,
2743,I,I,Yes,OUT,Yes,Leisure,Rural,No,Maryland,20064,30263,Hyundai,GenesisCoupe,New,2019,13767.0, '30/60/15\xa0[28]',Comprehensive Coverage,,Car Rental I,,Personal Injury Protection,Med Pay,
2747,I,I,Yes,OUT,No,Leisure,Rural,No,Texas,20030,21466,Mitsubishi,Mirage,New,2018,14610.0, '30/60/25',Comprehensive Coverage,,Car Rental I,,Personal Injury Protection,Med Pay,
2750,I,I,Yes,OUT,No,Leisure,Rural,No,Massachusetts,20053,47275,Chevrolet,Spark,New,2019,14103.2314, '20/40/5',Comprehensive Coverage,,Car Rental I,,Personal Injury Protection,Med Pay,
2751,I,I,Yes,IN,No,Leisure,Rural,No,Pennsylvania,20030,21466,Mitsubishi,Mirage,New,2018,14610.0, '15/30/5',Comprehensive Coverage,,Car Rental I,,Personal Injury Protection,Med Pay,
2755,I,I,Yes,OUT,No,Leisure,Rural,No,Nebraska,20030,21466,Mitsubishi,Mirage,New,2017,12580.0, '25/50/25',Comprehensive Coverage,,Car Rental I,,,,
2758,I,I,Yes,IN,No,Work,Rural,No,New Hampshire,20053,47275,Chevrolet,Spark,New,2019,14103.2314,,Comprehensive Coverage,,Car Rental I,,Personal Injury Protection,Med Pay,
2765,I,I,Yes,OUT,Yes,Leisure,Urban,Yes,Nebraska,20053,47275,Chevrolet,Spark,New,2019,14103.2314, '25/50/25',Comprehensive Coverage,Collision Coverage,Car Rental I,,,,
2769,I,I,Yes,IN,No,Work,Urban,No,Massachusetts,20064,22317,Hyundai,XG350,New,2019,13767.0, '20/40/5',,,,,Personal Injury Protection,Med Pay,
2770,I,I,Yes,OUT,No,Work,Urban,No,Minnesota,20053,47275,Chevrolet,Spark,New,2019,14103.2314, '30/60/10',Comprehensive Coverage,Collision Coverage,Car Rental I,,Personal Injury Protection,Med Pay,
2773,I,I,Yes,IN,Yes,Leisure,Rural,No,New Jersey,20064,21073,Hyundai,Entourage,New,2019,13767.0, '0/0/5',Comprehensive Coverage,,Car Rental I,,Personal Injury Protection,Med Pay,
2777,I,I,Yes,IN,No,Work,Urban,No,Ohio,20064,30263,Hyundai,GenesisCoupe,New,2019,13767.0, '20/50/25',,,,,Personal Injury Protection,Med Pay,
2786,I,I,Yes,OUT,No,Work,Urban,No,Texas,20030,21466,Mitsubishi,Mirage,New,2018,14610.0, '30/60/25',Comprehensive Coverage,Collision Coverage,Car Rental I,,Personal Injury Protection,Med Pay,
2790,I,I,Yes,OUT,No,Work,Rural,No,Florida,20064,21073,Hyundai,Entourage,New,2019,13767.0, '0/0/10',,,,,Personal Injury Protection,Med Pay,
2792,I,I,Yes,IN,No,Work,Rural,No,California,20064,30263,Hyundai,GenesisCoupe,New,2019,13767.0, '15/30/5',,,,,,,
2800,I,I,Yes,IN,Yes,Leisure,Urban,No,Hawaii,20053,47275,Chevrolet,Spark,New,2019,14103.2314,'20/40/10',Comprehensive Coverage,Collision Coverage,Car Rental I,,Personal Injury Protection,Med Pay,
2803,I,I,Yes,IN,No,Leisure,Urban,No,Arizona,20064,22317,Hyundai,XG350,New,2019,13767.0, '15/30/10',Comprehensive Coverage,Collision Coverage,Car Rental I,,,,
2804,I,I,Yes,IN,Yes,Work,Urban,No,Texas,20030,21466,Mitsubishi,Mirage,New,2018,14610.0, '30/60/25',Comprehensive Coverage,Collision Coverage,Car Rental I,,Personal Injury Protection,Med Pay,
2806,I,I,Yes,OUT,Yes,Leisure,Urban,No,Kansas,20064,30263,Hyundai,GenesisCoupe,New,2019,13767.0, '25/50/10',Comprehensive Coverage,,Car Rental I,,Personal Injury Protection,Med Pay,
2807,I,I,Yes,IN,No,Work,Rural,No,Delaware,20012,20991,Dodge,Dart,New,2016,14595.0, '15/30/5',Comprehensive Coverage,,Car Rental I,,Personal Injury Protection,Med Pay,
2810,I,I,Yes,IN,No,Work,Urban,No,Kentucky,20053,47275,Chevrolet,Spark,New,2019,14103.2314,,Comprehensive Coverage,Collision Coverage,Car Rental I,,Personal Injury Protection,Med Pay,
2829,I,I,Yes,IN,No,Work,Rural,Yes,Wisconsin,20030,21466,Mitsubishi,Mirage,New,2018,14610.0, '25/50/10',Comprehensive Coverage,,Car Rental I,,Personal Injury Protection,Med Pay,
2837,I,I,Yes,OUT,No,Work,Urban,No,Minnesota,20064,30263,Hyundai,GenesisCoupe,New,2019,13767.0, '30/60/10',,,,,Personal Injury Protection,Med Pay,
2841,I,I,Yes,IN,Yes,Leisure,Rural,No,Oregon,20030,21466,Mitsubishi,Mirage,New,2017,12580.0, '25/50/20',Comprehensive Coverage,,Car Rental I,,Personal Injury Protection,Med Pay,
2843,I,I,Yes,OUT,No,Work,Urban,No,Alaska,20064,30263,Hyundai,GenesisCoupe,New,2019,13767.0, '50/100/25',,,,,Personal Injury Protection,Med Pay,
2847,I,I,Yes,OUT,No,Work,Rural,No,Oklahoma,20030,21466,Mitsubishi,Mirage,New,2017,12580.0, '25/50/25',,Collision Coverage,,,,,
2848,I,I,Yes,IN,No,Leisure,Urban,No,Colorado,20053,47275,Chevrolet,Spark,New,2019,14103.2314, '25/50/15',Comprehensive Coverage,Collision Coverage,Car Rental I,,,,
2849,I,I,Yes,IN,No,Leisure,Urban,No,Pennsylvania,20012,20991,Dodge,Dart,New,2016,14595.0, '15/30/5',Comprehensive Coverage,Collision Coverage,Car Rental I,,Personal Injury Protection,Med Pay,
2852,I,I,Yes,OUT,No,Leisure,Urban,No,Connecticut,20012,20991,Dodge,Dart,New,2016,14595.0, '25/50/25[23]',Comprehensive Coverage,Collision Coverage,Car Rental I,,,,
2854,I,I,Yes,IN,Yes,Work,Urban,No,Connecticut,20064,21073,Hyundai,Entourage,New,2019,13767.0, '25/50/25[23]',,,,,Personal Injury Protection,Med Pay,
2855,I,I,Yes,OUT,No,Leisure,Rural,No,Ohio,20053,47275,Chevrolet,Spark,New,2019,14103.2314, '20/50/25',Comprehensive Coverage,,Car Rental I,,Personal Injury Protection,Med Pay,
2856,I,I,Yes,IN,No,Leisure,Urban,No,Rhode Island,20064,30263,Hyundai,GenesisCoupe,New,2019,13767.0, '25/50/25',Comprehensive Coverage,Collision Coverage,Car Rental I,,Personal Injury Protection,Med Pay,
2859,I,I,False,IN,No,Work,Urban,No,Alabama,20064,22317,Hyundai,XG350,New,2019,13767.0, '25/50/25',,,,,,,'Gap Insurance'
2863,I,I,Yes,IN,No,Leisure,Rural,No,Colorado,20064,22317,Hyundai,XG350,New,2019,13767.0, '25/50/15',Comprehensive Coverage,,Car Rental I,,,,
2866,I,I,Yes,IN,No,Work,Urban,No,Colorado,20012,20991,Dodge,Dart,New,2016,14595.0, '25/50/15',Comprehensive Coverage,Collision Coverage,Car Rental I,,Personal Injury Protection,Med Pay,
2871,I,I,Yes,OUT,Yes,Leisure,Rural,No,Wisconsin,20064,22317,Hyundai,XG350,New,2019,13767.0, '25/50/10',Comprehensive Coverage,,Car Rental I,,Personal Injury Protection,Med Pay,
2879,I,I,Yes,IN,Yes,Leisure,Urban,No,Illinois,20053,47275,Chevrolet,Spark,New,2019,14103.2314,'20/40/15[25]',Comprehensive Coverage,Collision Coverage,Car Rental I,,Personal Injury Protection,Med Pay,
2881,I,I,Yes,IN,No,Leisure,Rural,No,Wyoming,20030,21466,Mitsubishi,Mirage,New,2017,12580.0, '25/50/20',Comprehensive Coverage,,Car Rental I,,Personal Injury Protection,Med Pay,
2886,I,I,Yes,OUT,No,Work,Urban,No,South Dakota,20064,21073,Hyundai,Entourage,New,2019,13767.0, '25/50/25',,,,,Personal Injury Protection,Med Pay,
2890,I,I,Yes,OUT,Yes,Leisure,Urban,No,Arizona,20064,22317,Hyundai,XG350,New,2019,13767.0, '15/30/10',Comprehensive Coverage,Collision Coverage,Car Rental I,,Personal Injury Protection,Med Pay,
2893,I,I,Yes,OUT,No,Work,Rural,No,Connecticut,20064,22317,Hyundai,XG350,New,2019,13767.0, '25/50/25[23]',,,,,,,
2899,I,I,Yes,IN,Yes,Leisure,Urban,No,Mississippi,20064,22317,Hyundai,XG350,New,2019,13767.0, '25/50/25',Comprehensive Coverage,Collision Coverage,Car Rental I,,Personal Injury Protection,Med Pay,
2902,I,I,Yes,IN,No,Leisure,Rural,No,Florida,20064,22317,Hyundai,XG350,New,2019,13767.0, '0/0/10',Comprehensive Coverage,,Car Rental I,,Personal Injury Protection,Med Pay,
2904,I,I,Yes,OUT,No,Leisure,Rural,No,New York,20030,21466,Mitsubishi,Mirage,New,2018,14610.0, '25/50/10',Comprehensive Coverage,,Car Rental I,,Personal Injury Protection,Med Pay,
2905,I,I,Yes,OUT,No,Leisure,Rural,No,Arkansas,20064,22317,Hyundai,XG350,New,2019,13767.0, '25/50/15',Comprehensive Coverage,,Car Rental I,,,,
2906,I,I,Yes,OUT,Yes,Leisure,Urban,No,Virginia,20064,30263,Hyundai,GenesisCoupe,New,2019,13767.0, '25/50/20',Comprehensive Coverage,Collision Coverage,Car Rental I,,Personal Injury Protection,Med Pay,
2910,I,I,Yes,IN,Yes,Work,Rural,No,Virginia,20064,21073,Hyundai,Entourage,New,2019,13767.0, '25/50/20',,,,,Personal Injury Protection,Med Pay,
2915,I,I,False,OUT,Yes,Work,Rural,Yes,Tennessee,20012,20991,Dodge,Dart,New,2016,14595.0, '25/50/10',Comprehensive Coverage,,Car Rental I,,Personal Injury Protection,Med Pay,'Gap Insurance'
2919,I,I,Yes,OUT,No,Work,Rural,No,Massachusetts,20064,21073,Hyundai,Entourage,New,2019,13767.0, '20/40/5',,,,,Personal Injury Protection,Med Pay,
2923,I,I,Yes,IN,Yes,Work,Urban,No,West Virginia,20030,21466,Mitsubishi,Mirage,New,2018,14610.0,'20/40/10',Comprehensive Coverage,Collision Coverage,Car Rental I,,Personal Injury Protection,Med Pay,
2925,I,I,Yes,OUT,No,Leisure,Urban,No,Kentucky,20064,21073,Hyundai,Entourage,New,2019,13767.0,,Comprehensive Coverage,Collision Coverage,Car Rental I,,Personal Injury Protection,Med Pay,
2928,I,I,Yes,IN,No,Work,Rural,No,Wisconsin,20064,21073,Hyundai,Entourage,New,2019,13767.0, '25/50/10',,,,,Personal Injury Protection,Med Pay,
2947,I,I,Yes,IN,Yes,Work,Urban,No,Alaska,20064,30263,Hyundai,GenesisCoupe,New,2019,13767.0, '50/100/25',,,,,,,
2948,I,I,Yes,OUT,Yes,Work,Rural,No,Missouri,20030,21466,Mitsubishi,Mirage,New,2018,14610.0, '25/50/10',Comprehensive Coverage,,Car Rental I,,,,
2949,I,I,Yes,OUT,Yes,Leisure,Rural,No,Arkansas,20053,47275,Chevrolet,Spark,New,2019,14103.2314, '25/50/15',Comprehensive Coverage,,Car Rental I,,Personal Injury Protection,Med Pay,
2956,I,I,Yes,IN,No,Work,Urban,No,Alabama,20030,21466,Mitsubishi,Mirage,New,2017,12580.0, '25/50/25',,,,,,,
2957,I,I,Yes,IN,No,Work,Urban,No,North Dakota,20064,30263,Hyundai,GenesisCoupe,New,2019,13767.0, '25/50/25',,,,,Personal Injury Protection,Med Pay,
2966,I,I,Yes,OUT,No,Work,Rural,No,Kentucky,20053,47275,Chevrolet,Spark,New,2019,14103.2314, '25/50/25[27]',Comprehensive Coverage,,Car Rental I,,Personal Injury Protection,Med Pay,
2970,I,I,Yes,OUT,Yes,Work,Urban,No,South Dakota,20064,30263,Hyundai,GenesisCoupe,New,2019,13767.0, '25/50/25',,Collision Coverage,,,,,
2973,I,I,Yes,IN,Yes,Leisure,Urban,No,Louisiana,20064,22317,Hyundai,XG350,New,2019,13767.0, '15/30/25',Comprehensive Coverage,Collision Coverage,Car Rental I,,,,
2974,I,I,Yes,OUT,No,Leisure,Urban,No,New Hampshire,20064,30263,Hyundai,GenesisCoupe,New,2019,13767.0,,Comprehensive Coverage,Collision Coverage,Car Rental I,,,,
2979,I,I,False,IN,No,Work,Rural,No,Rhode Island,20064,21073,Hyundai,Entourage,New,2019,13767.0, '25/50/25',,,,,,,'Gap Insurance'
2982,I,I,Yes,IN,No,Leisure,Rural,No,Illinois,20053,47275,Chevrolet,Spark,New,2019,14103.2314,'20/40/15[25]',Comprehensive Coverage,,Car Rental I,,Personal Injury Protection,Med Pay,
2985,I,I,Yes,OUT,No,Leisure,Rural,No,Kentucky,20030,21466,Mitsubishi,Mirage,New,2018,14610.0, '25/50/25[27]',Comprehensive Coverage,,Car Rental I,,Personal Injury Protection,Med Pay,
2987,I,I,Yes,OUT,No,Work,Urban,No,Rhode Island,20030,21466,Mitsubishi,Mirage,New,2017,12580.0, '25/50/25',,,,,,,
2990,I,I,Yes,IN,No,Work,Rural,No,Illinois,20012,20991,Dodge,Dart,New,2016,14595.0,'20/40/15[25]',Comprehensive Coverage,,Car Rental I,,,,
2998,I,I,Yes,OUT,No,Work,Rural,No,Montana,20064,21073,Hyundai,Entourage,New,2019,13767.0, '25/50/10',,,,,Personal Injury Protection,Med Pay,
3009,I,I,Yes,OUT,No,Work,Rural,No,Hawaii,20012,20991,Dodge,Dart,New,2016,14595.0,'20/40/10',Comprehensive Coverage,,Car Rental I,,Personal Injury Protection,Med Pay,
3013,I,I,Yes,OUT,No,Leisure,Urban,No,Kentucky,20030,21466,Mitsubishi,Mirage,New,2018,14610.0,,Comprehensive Coverage,Collision Coverage,Car Rental I,,Personal Injury Protection,Med Pay,
3020,I,I,Yes,IN,Yes,Work,Urban,No,Montana,20064,22317,Hyundai,XG350,New,2019,13767.0, '25/50/10',,,,,Personal Injury Protection,Med Pay,
3026,I,I,Yes,OUT,No,Leisure,Urban,No,Montana,20064,21073,Hyundai,Entourage,New,2019,13767.0, '25/50/10',Comprehensive Coverage,Collision Coverage,Car Rental I,,Personal Injury Protection,Med Pay,
3028,I,I,Yes,OUT,Yes,Work,Rural,No,Maine,20064,22317,Hyundai,XG350,New,2019,13767.0, '50/100/25',,,,,Personal Injury Protection,Med Pay,
3030,I,I,Yes,IN,Yes,Leisure,Urban,No,Minnesota,20012,20991,Dodge,Dart,New,2016,14595.0, '30/60/10',Comprehensive Coverage,Collision Coverage,Car Rental I,,Personal Injury Protection,Med Pay,
3033,I,I,Yes,OUT,No,Leisure,Urban,No,Hawaii,20064,22317,Hyundai,XG350,New,2019,13767.0,'20/40/10',Comprehensive Coverage,Collision Coverage,Car Rental I,,Personal Injury Protection,Med Pay,
3039,I,I,Yes,OUT,No,Work,Urban,No,South Dakota,20064,30263,Hyundai,GenesisCoupe,New,2019,13767.0, '25/50/25',,,,,Personal Injury Protection,Med Pay,
3047,I,I,Yes,IN,No,Work,Urban,No,Maryland,20012,20991,Dodge,Dart,New,2016,14595.0, '30/60/15\xa0[28]',Comprehensive Coverage,Collision Coverage,Car Rental I,,Personal Injury Protection,Med Pay,
3053,I,I,Yes,OUT,Yes,Work,Urban,No,Montana,20030,21466,Mitsubishi,Mirage,New,2017,12580.0, '25/50/10',,,,,Personal Injury Protection,Med Pay,
3057,I,I,Yes,OUT,Yes,Work,Rural,No,Oklahoma,20030,21466,Mitsubishi,Mirage,New,2017,12580.0, '25/50/25',,,,,Personal Injury Protection,Med Pay,
3061,I,I,False,IN,Yes,Leisure,Urban,No,Missouri,20012,20991,Dodge,Dart,New,2016,14595.0, '25/50/10',Comprehensive Coverage,Collision Coverage,Car Rental I,,Personal Injury Protection,Med Pay,'Gap Insurance'
3062,I,I,Yes,OUT,No,Leisure,Rural,No,Texas,20064,22317,Hyundai,XG350,New,2019,13767.0, '30/60/25',Comprehensive Coverage,,Car Rental I,,Personal Injury Protection,Med Pay,
3075,I,I,Yes,OUT,No,Work,Rural,No,South Carolina,20030,21466,Mitsubishi,Mirage,New,2018,14610.0, '25/50/25',Comprehensive Coverage,,Car Rental I,,Personal Injury Protection,Med Pay,
3077,I,I,Yes,OUT,Yes,Leisure,Rural,No,New York,20030,21466,Mitsubishi,Mirage,New,2017,12580.0, '25/50/10',Comprehensive Coverage,,Car Rental I,,Personal Injury Protection,Med Pay,
3083,I,I,Yes,IN,No,Work,Rural,No,Pennsylvania,20012,20991,Dodge,Dart,New,2016,14595.0, '15/30/5',Comprehensive Coverage,,Car Rental I,,Personal Injury Protection,Med Pay,
3085,I,I,Yes,IN,No,Leisure,Rural,No,Utah,20012,20991,Dodge,Dart,New,2016,14595.0,'25/65/15',Comprehensive Coverage,,Car Rental I,,Personal Injury Protection,Med Pay,
3088,I,I,Yes,OUT,Yes,Work,Rural,No,Wyoming,20053,47275,Chevrolet,Spark,New,2019,14103.2314, '25/50/20',Comprehensive Coverage,,Car Rental I,,,,
3091,I,I,Yes,IN,Yes,Work,Urban,No,Connecticut,20064,21073,Hyundai,Entourage,New,2019,13767.0, '25/50/25[23]',,,,,,,
3100,I,I,Yes,IN,No,Work,Urban,No,Florida,20030,21466,Mitsubishi,Mirage,New,2017,12580.0,,,,,,Personal Injury Protection,Med Pay,
3112,I,I,Yes,OUT,No,Work,Urban,No,Utah,20012,20991,Dodge,Dart,New,2016,14595.0,'25/65/15',Comprehensive Coverage,Collision Coverage,Car Rental I,,Personal Injury Protection,Med Pay,
3122,I,I,Yes,IN,No,Work,Urban,No,Delaware,20053,47275,Chevrolet,Spark,New,2019,14103.2314, '15/30/5',Comprehensive Coverage,Collision Coverage,Car Rental I,,Personal Injury Protection,Med Pay,
3126,I,I,Yes,IN,No,Work,Rural,No,Louisiana,20012,20991,Dodge,Dart,New,2016,14595.0, '15/30/25',Comprehensive Coverage,,Car Rental I,,Personal Injury Protection,Med Pay,
3131,I,I,Yes,IN,No,Leisure,Rural,No,Wyoming,20030,21466,Mitsubishi,Mirage,New,2018,14610.0, '25/50/20',Comprehensive Coverage,,Car Rental I,,,,
3135,I,I,False,IN,No,Leisure,Rural,No,Utah,20064,22317,Hyundai,XG350,New,2019,13767.0,'25/65/15',Comprehensive Coverage,,Car Rental I,,Personal Injury Protection,Med Pay,'Gap Insurance'
3137,I,I,Yes,OUT,No,Work,Urban,No,Texas,20064,21073,Hyundai,Entourage,New,2019,13767.0, '30/60/25',,,,,Personal Injury Protection,Med Pay,
3140,I,I,Yes,OUT,No,Work,Urban,No,Ohio,20030,21466,Mitsubishi,Mirage,New,2018,14610.0, '20/50/25',Comprehensive Coverage,Collision Coverage,Car Rental I,,,,
3141,I,I,Yes,IN,No,Work,Rural,No,Mississippi,20030,21466,Mitsubishi,Mirage,New,2017,12580.0, '25/50/25',,Collision Coverage,,,,,
3142,I,I,Yes,OUT,No,Work,Rural,No,Kentucky,20053,47275,Chevrolet,Spark,New,2019,14103.2314, '25/50/25[27]',Comprehensive Coverage,,Car Rental I,,Personal Injury Protection,Med Pay,
3144,I,I,Yes,OUT,No,Work,Urban,No,Hawaii,20012,20991,Dodge,Dart,New,2016,14595.0,'20/40/10',Comprehensive Coverage,Collision Coverage,Car Rental I,,Personal Injury Protection,Med Pay,
3149,I,I,Yes,OUT,No,Leisure,Urban,No,Virginia,20053,47275,Chevrolet,Spark,New,2019,14103.2314, '25/50/20',Comprehensive Coverage,Collision Coverage,Car Rental I,,,,
3151,I,I,Yes,OUT,No,Work,Rural,Yes,Wyoming,20064,21073,Hyundai,Entourage,New,2019,13767.0, '25/50/20',,,,,Personal Injury Protection,Med Pay,
3159,I,I,Yes,IN,No,Work,Rural,No,West Virginia,20030,21466,Mitsubishi,Mirage,New,2017,12580.0,'20/40/10',,,,,Personal Injury Protection,Med Pay,
3163,I,I,Yes,OUT,Yes,Leisure,Rural,No,Kansas,20064,22317,Hyundai,XG350,New,2019,13767.0, '25/50/10',Comprehensive Coverage,,Car Rental I,,Personal Injury Protection,Med Pay,
3168,I,I,Yes,OUT,No,Work,Urban,No,Michigan,20012,20991,Dodge,Dart,New,2016,14595.0,'20/40/10',Comprehensive Coverage,Collision Coverage,Car Rental I,,Personal Injury Protection,Med Pay,
3174,I,I,Yes,OUT,No,Leisure,Rural,No,Alaska,20064,22317,Hyundai,XG350,New,2019,13767.0, '50/100/25',Comprehensive Coverage,,Car Rental I,,Personal Injury Protection,Med Pay,
3178,I,I,Yes,IN,Yes,Leisure,Urban,No,West Virginia,20030,21466,Mitsubishi,Mirage,New,2017,12580.0,'20/40/10',Comprehensive Coverage,Collision Coverage,Car Rental I,,Personal Injury Protection,Med Pay,
3180,I,I,Yes,IN,Yes,Leisure,Urban,No,Missouri,20030,21466,Mitsubishi,Mirage,New,2017,12580.0, '25/50/10',Comprehensive Coverage,Collision Coverage,Car Rental I,,Personal Injury Protection,Med Pay,
3184,I,I,Yes,IN,Yes,Work,Rural,No,Colorado,20064,22317,Hyundai,XG350,New,2019,13767.0, '25/50/15',,,,,,,
3195,I,I,Yes,OUT,No,Work,Urban,Yes,Virginia,20053,47275,Chevrolet,Spark,New,2019,14103.2314, '25/50/20',Comprehensive Coverage,Collision Coverage,Car Rental I,,Personal Injury Protection,Med Pay,
3218,I,I,Yes,IN,Yes,Work,Urban,No,Minnesota,20064,21073,Hyundai,Entourage,New,2019,13767.0, '30/60/10',,,,,Personal Injury Protection,Med Pay,
3225,I,I,Yes,IN,No,Work,Urban,No,Utah,20064,21073,Hyundai,Entourage,New,2019,13767.0,'25/65/15',,,,,Personal Injury Protection,Med Pay,
3239,I,I,Yes,OUT,No,Work,Urban,No,Michigan,20053,47275,Chevrolet,Spark,New,2019,14103.2314,'20/40/10',Comprehensive Coverage,Collision Coverage,Car Rental I,,Personal Injury Protection,Med Pay,
3250,I,I,Yes,OUT,No,Work,Urban,No,New York,20030,21466,Mitsubishi,Mirage,New,2018,14610.0, '25/50/10',Comprehensive Coverage,,Car Rental I,,Personal Injury Protection,Med Pay,
3254,I,I,Yes,IN,Yes,Leisure,Urban,No,New York,20030,21466,Mitsubishi,Mirage,New,2017,12580.0, '25/50/10',Comprehensive Coverage,,Car Rental I,,Personal Injury Protection,Med Pay,
3259,I,I,Yes,IN,No,Work,Rural,No,Oklahoma,20030,21466,Mitsubishi,Mirage,New,2017,12580.0, '25/50/25',,,,,Personal Injury Protection,Med Pay,
3260,I,I,Yes,OUT,Yes,Work,Rural,No,Vermont,20012,20991,Dodge,Dart,New,2016,14595.0, '25/50/10',Comprehensive Coverage,,Car Rental I,,,,
3265,I,I,Yes,IN,Yes,Work,Urban,No,Alabama,20053,47275,Chevrolet,Spark,New,2019,14103.2314, '25/50/25',Comprehensive Coverage,Collision Coverage,Car Rental I,,Personal Injury Protection,Med Pay,
3275,I,I,Yes,OUT,No,Leisure,Urban,No,Connecticut,20012,20991,Dodge,Dart,New,2016,14595.0, '25/50/25[23]',Comprehensive Coverage,Collision Coverage,Car Rental I,,,,
